record,uuid,date,markers,status,vtest,vpanelPartnerId,vnetMRsrc,vsampleSource,noanswerh_age_n99,hINCOME,hGENDER,hAGE,hHOUSEHOLD,hHOUSEHOLD_newr1,hHOUSEHOLD_newr2,hHOUSEHOLD_newr3,hHOUSEHOLD_newr4,hHOUSEHOLD_newr5,hHOUSEHOLD_newr6,hHOUSEHOLD_newr7,hHOUSEHOLD_newr8,hHOUSEHOLD_newr9,hSTATE,Q1r1,Q1r2,Q1r3,Q1r4,Q1r5,Q1r6,Q1r7,Q1r8,Q2,Q3,Q3r17oe,Q4,Q4r9oe,hGroup,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,Q5r7,Q5r8,Q6,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Q7r6,Q7r7,Q7r8,Q7r9,Q7r10,Q7r11,Q7r12,Q8,Q9r1,Q10r1,Q11,Q12r1,Q12r2,Q12r3,Q12r4,Q12r5,Q12r6,Q12r7,Q12r8,Q12r9,Q12r10,Q12r11,Q12r12,Q12r13,Q12r14,Q12r15,Q12r16,Q12r17,Q12r16oe,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r14,Q13r15,Q13r16,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r14,Q14r15,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q16r1,Q16r2,Q16r3,Q16r4,Q16r5,Q16r6,Q16r7,Q16r8,Q16r9,Q16r8oe,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q17r14oe,Q18r1,Q18r2,Q18r3,Q18r4,Q19,Q20r1,Q20r2,Q20r3,Q20r4,Q20r5,Q20r6,Q20r7,Q20r8,Q20r9,Q20r10,Q20r11,Q20r12,Q20r13,Q20r14,Q20r17,Q20r15,Q20r16,Q20r15oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,nweightweight2,nweightweight1,nweightweight3,vdropout,ssc,source,list,url,exitURL,ipAddress,userAgent,panelPartnerId,l,countryCode,i,batchno,test,ac,sn,lang,gmid,gh,netMRsrc,sourceid,x,y,uid,sampleSource,h,r,pp,dcua,supplierID,session,rid,fedResponseID,RISN
8109,ca2xfya8vbc1tg8e,2018-10-01 09:13:08,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,111,2,4,,1,0,1,0,0,0,0,0,0,39,1,1,1,0,1,1,0,0,4,13,,2,,1,3,4,4,4,2,3,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,2,3,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,168.9770722,4,,2,,5,6,2018-10-01 09:10:24,1.73962963,1.73962963,1.73962963,,77bba4a8362708d5778f25dd834b6f3e,,1,,,,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,e3be25d5a91d25fd,607252,E,17559229,,,GTM,53,2,,gtm,111,39,"1,3",..,,pdsy65hwwnj5ydbd,,,
8112,g3a1u8pzznm1rsus,2018-10-01 09:13:09,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,112,2,5,,1,0,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,2,9,,2,,1,2,4,2,4,1,99,3,3,3,1,1,1,1,1,1,1,99,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,2,1,2,3,2,2,3,3,3,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,136.7445505,5,,10,,5,6,2018-10-01 09:10:58,1.73962963,1.73962963,1.73962963,,45f4c7277e1a556526274f5dd00bf878,,1,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,9a9effdc43448ef9,607252,E,23997289,,,GTM,59,2,,gtm,112,4,1,..,,zp92nb4tn9rb3ukf,,,
8094,fpexh6swvy87kxex,2018-10-01 09:14:04,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,1,1,,107,1,4,,1,0,1,0,0,0,0,0,0,33,1,1,1,0,1,1,0,0,3,9,,2,,1,2,3,3,4,1,2,3,3,2,2,2,1,2,1,2,2,2,2,1,3,2,1,Request a prescription,Nothing,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,3,2,2,2,2,1,2,1,2,4,2,2,2,3,2,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,468.5349476,5,,12,,5,6,2018-10-01 09:06:24,1.73962963,1.73962963,1.73962963,,e9e90e8931a2855c873203040e0f130d,,1,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,9E4F9533E18A60B5,607252,E,200002803,10030338061_10042676398,90,GENERATED,50,1,,90,107,33,"1,3",..,,s30qk4c37tr9yeht,,,
8085,xxcp0yhbqnda38gx,2018-10-01 09:25:40,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,112,2,4,,1,0,1,0,0,0,0,0,0,39,1,1,1,1,1,1,0,0,2,13,,2,,1,1,3,2,3,2,2,3,4,2,2,2,2,3,2,2,3,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,1358.933803,12,,11,,1,1,2018-10-01 09:03:08,1.73962963,1.73962963,1.73962963,,2b9d5685630103588d7388b5387b278f,,1,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,US,,,,7874babfe1253dcf,607252,E,39499716,,,GTM,47,2,,gtm,112,39,"1,3",si,,2smuyg00f5unywz4,,,
8108,855npbxhafz4dbzt,2018-10-01 09:15:33,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,1,1,,108,2,6,,0,0,0,0,0,0,0,0,0,48,1,1,1,1,1,1,0,0,1,11,,3,,2,3,4,4,4,99,99,4,4,2,1,99,4,1,1,1,1,99,1,3,2,99,1,check on a bill,NA,4,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,3,,,,,,,,,,4,4,4,2,3,4,3,3,4,3,4,4,4,3,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,341.9363728,4,,10,,5,6,2018-10-01 09:10:00,0.639908676,0.639908676,0.639908676,,db8e5f49b6fe77af8c2cc1d36aa49a0a,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,3D9E52D9225B913A,607252,E,200002815,10030338061_10067659803,90,GENERATED,82,2,,90,108,48,,..,,1btt95q4xgf74m4v,,,
8113,chb043pruz6uynfh,2018-10-01 09:17:06,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,108,2,6,,0,0,0,0,0,0,0,0,0,13,1,0,1,1,1,1,0,0,1,9,,1,,4,3,4,2,1,99,99,2,4,1,2,1,1,3,1,2,1,99,3,2,2,1,1,check for coverage,compare plans,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,3,3,2,2,3,3,3,3,3,3,2,3,2,4,2,3,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,374.685693,13,,11,,5,6,2018-10-01 09:11:01,0.187453184,0.187453184,0.187453184,,f67b6a6f2e633b27736cb94fb9c02428,,1,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",,,US,,,,8DDF1F8B60556A3E,607252,E,200002818,10030338061_24309053,90,GENERATED,66,2,,90,108,13,,..,,5xfg6np834njutzp,,,
8115,pdmyptuke2k7wc98,2018-10-01 09:18:00,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,1,5,,0,1,1,0,0,0,0,0,0,16,1,1,1,1,1,1,1,0,1,14,,5,,4,1,3,3,2,1,1,4,4,3,1,1,1,2,1,2,1,3,4,1,1,1,1,check policy,nothing,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,4,,,,,,,4,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,2,274.0538759,4,,2,,5,6,2018-10-01 09:13:34,0.187453184,0.187453184,0.187453184,,18b8fd64f0c6aa7daffcaac3deec1011,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,1b557b8e4ac988a3,607252,E,36132209,,,GTM,64,1,,gtm,111,16,"2,3",..,,fpq6g0jh855tgyn4,,,
8110,g7tv9ay73shzk4ua,2018-10-01 09:19:34,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,1,1,,112,1,5,,1,0,1,0,0,0,0,0,0,17,1,0,1,1,1,1,0,0,2,7,,2,,1,1,4,4,3,1,1,3,4,2,1,1,1,2,1,1,1,1,3,2,1,2,1,check a claim,not sure,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,3,,,,,,4,3,3,3,3,3,4,3,2,4,3,4,3,3,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,553.5776179,4,,10,,5,6,2018-10-01 09:10:30,1.73962963,1.73962963,1.73962963,,425bec671e09c657bd962ca79e4b8b32,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,2FB7B54A2E121C53,607252,E,200002817,10030338061_700947,90,GENERATED,59,1,,90,112,17,"1,3",..,,hq1bgpcgavgx407b,,,
8088,sqhqq819sqxna8ns,2018-10-01 09:19:40,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,112,2,5,,1,0,0,0,0,0,0,0,0,6,1,0,1,1,1,1,0,0,2,14,,2,,1,3,4,4,4,99,99,4,4,1,1,1,1,1,1,1,1,99,1,1,1,1,1,"check on messages, check on status of claims, check on HSA balances, check on changes to plan, check for local doctors and services in my area.",The sign in is a bit difficult and not necessarily due to security measures. Website design could be streamlined and made more user friendly.,4,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,,,,,,,,,4,4,4,4,,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,957.9635892,13,,11,,5,6,2018-10-01 09:03:53,1.73962963,1.73962963,1.73962963,,98f46bb0e688d6ea27e7511e5a68e11c,,1,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15",,,US,,,,5092cb4061c3d776,607252,E,18741438,,,GTM,62,2,,gtm,112,6,1,..,,xq95gsjw3cducp5p,,,
8114,jtwq5yuxwan0kpps,2018-10-01 09:21:11,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,1,1,,109,1,5,,0,0,0,0,0,0,0,0,0,17,1,1,1,1,0,1,0,0,2,11,,2,,1,3,4,4,4,99,99,4,4,2,2,4,1,1,2,3,2,99,2,2,3,2,1,find dentists,nothing,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,4,,,4,,,1,2,3,3,3,4,3,3,3,4,3,4,4,4,4,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,506.8885939,4,,12,,5,6,2018-10-01 09:12:55,1.73962963,1.73962963,1.73962963,,46143b8d1d43aec8575ed86f1a89c01a,,1,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,5C64499436F547C0,607252,E,200002819,10030338061_27362952,90,GENERATED,56,1,,90,109,17,,..,,y8gmfda53km3k29y,,,
8126,61rzprhhdfpqwmbx,2018-10-01 09:22:34,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,112,2,5,,1,0,0,0,0,0,0,0,0,33,1,1,1,1,1,1,0,0,3,7,,5,,4,3,4,4,4,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,166.6612234,5,,10,,5,6,2018-10-01 09:19:55,0.187453184,0.187453184,0.187453184,,261fdb4e60f8f1231132a6af462af7ee,,1,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,BC883426A0CBE63F,607252,E,200002829,10030338061_10007434350,90,GENERATED,59,2,,90,112,33,1,..,,md69qkznq2phhtkk,,,
8125,5ek7fz13pkyesx78,2018-10-01 09:25:03,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,102,2,6,,0,0,0,0,0,0,0,0,0,19,1,0,1,1,0,1,0,0,1,17,amaritias,1,,4,3,4,4,3,1,1,3,3,3,4,4,1,4,1,4,4,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,343.1842759,13,,10,,5,6,2018-10-01 09:19:26,0.187453184,0.187453184,0.187453184,,fe0a013fd162b58063f679848cbc4615,,1,,,,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,US,,,,B137B7D27BFD25A5,607252,E,200002828,10030338061_10036904290,90,GENERATED,81,2,,90,102,19,,..,,z9tmve54qnd2e0zr,,,
8128,yvvp5p39cac4a81z,2018-10-01 09:26:35,"20180927_11:16_v2,/overall/Total,/overall/option1,Total,qualified",3,2,,3,2,,111,2,5,,1,0,1,0,0,0,0,0,0,8,1,0,1,0,1,1,0,0,2,7,,2,,1,3,4,4,4,99,99,4,4,2,1,1,1,99,1,99,1,99,1,1,99,99,1,Check for policies when we lose coverage through previous employer,don't know,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Only been there once,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,4,4,3,4,3,3,3,1,3,2,4,2,3,4,4,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,386.2071285,5,,10,,5,6,2018-10-01 09:20:18,1.73962963,1.73962963,1.73962963,,2731d998aaee1d761662088b5e48b4ff,,1,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,d0deb86bfb0c0b41,607252,E,23878616,,,GTM,64,2,,gtm,111,8,"1,3",..,,0p7kvnwghk4fu4x1,,,
8141,q2fn6g8d6fn8yf49,2018-10-01 09:31:50,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,1,1,,108,1,6,,0,0,0,0,0,0,0,0,0,44,1,0,1,0,0,1,0,0,1,4,,3,,2,1,4,3,3,1,1,2,4,1,2,2,2,2,2,2,2,99,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,218.024272,4,,2,,5,6,2018-10-01 09:28:18,0.639908676,0.639908676,0.639908676,,e92ca5d56a0c75cd862e00b15d248145,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,A39A4432BE35F219,607252,E,200002837,10030338061_10002452003,90,GENERATED,72,1,,90,108,44,,..,,n9j1x4n1ptgk49xj,,,
8144,1y0pzaqpzdupwsgs,2018-10-01 09:34:36,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,108,2,6,,1,0,0,0,0,0,0,0,0,6,1,1,1,0,1,1,0,0,2,17,Manhattan Life,1,,4,1,4,3,3,1,1,4,4,1,1,1,1,4,1,1,1,99,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,2,3,2,2,3,2,3,3,3,3,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,270.9962342,4,,2,,5,6,2018-10-01 09:30:12,0.187453184,0.187453184,0.187453184,,66e80f7a41b005ace7d16d59e60a7a29,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,AA1AC3F668E60732,607252,E,200002840,10030338061_10011004784,90,GENERATED,70,2,,90,108,6,1,..,,prxz1w94mem6s9v1,,,
8150,hmxt89qrktze7bgt,2018-10-01 09:36:44,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,1,1,,110,1,6,,1,0,0,0,0,0,0,0,0,22,1,0,1,1,1,1,0,0,2,7,,3,,2,3,3,3,3,99,99,3,4,2,2,99,2,1,1,2,2,99,2,2,2,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,1,3,3,3,3,1,2,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,223.367543,4,,10,,5,6,2018-10-01 09:33:07,0.639908676,0.639908676,0.639908676,,824bc4ed45d8145dafb5b2cb5031d7e4,,1,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 AOL/11.0 AOLBUILD/11.0.1975 Safari/537.36",,,US,,,,DAA0D42A3AA22146,607252,E,200002847,10030338061_287802,90,GENERATED,75,1,,90,110,22,1,..,,uwp3j84fnse0gk65,,,
8156,vq0v93uqc0nqnrzp,2018-10-01 09:42:59,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,1,1,,104,2,6,,0,0,0,0,0,0,0,0,0,47,1,1,1,1,1,1,0,0,1,9,,1,,4,1,4,3,2,99,99,1,4,2,3,1,1,3,1,1,1,99,4,1,3,1,1,They are my insurance co,NothIng,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,2,2,,2,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,485.1460469,14,,10,,3,2,2018-10-01 09:35:04,0.187453184,0.187453184,0.187453184,,21f0ebc96022eda51bd52a1d35cd1ad3,,1,,,,"Mozilla/5.0 (Linux; Android 5.1.1; KFDOWI Build/LVY48F) AppleWebKit/537.36 (KHTML, like Gecko) Silk/69.2.14 like Chrome/69.0.3497.100 Safari/537.36",,,US,,,,64A89EC8099CC7B5,607252,E,200002850,10030338061_10068608989,90,GENERATED,76,2,,90,104,47,,ta,,evfr0mvn834pkpvf,,,
8163,suf5rdaps65jpkbn,2018-10-01 09:43:35,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,110,1,6,,1,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,0,0,2,12,,3,,2,1,4,4,4,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,check on coverage,nada,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,171.742379,4,,10,,5,6,2018-10-01 09:40:53,0.639908676,0.639908676,0.639908676,,581c89d5166adcef7ddf1a953f1597b5,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,e28018170c71fe53,607252,E,17381060,,,GTM,80,1,,gtm,110,8,1,..,,ucyhm6t7xcg479bb,,,
8184,kasb4s68gqd32vxf,2018-10-01 09:52:59,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,105,1,5,,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,1,0,0,1,7,,1,,4,2,4,3,3,99,99,2,3,3,2,2,2,99,1,2,3,99,4,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,3,4,3,4,2,3,3,3,4,1,1,1,1,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,2,,,,,,,,,,,,,,,,,,,2,232.7147751,14,,10,,1,2,2018-10-01 09:49:13,0.187453184,0.187453184,0.187453184,,151ebf6d6fb58ecddc33de9255421691,,1,,,,"Mozilla/5.0 (Linux; Android 7.0; SM-S337TL Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",,,US,,,,e46010a775f3447e,607252,E,25673298,,,GTM,62,1,,gtm,105,8,,sa,,bpcn552mafza0wfv,,,
8169,ebunzqhw61jvvzwh,2018-10-01 09:53:11,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,1,1,,103,2,6,,1,0,0,1,0,0,0,0,0,6,1,0,1,1,1,1,0,0,2,17,Health Net,4,,3,2,4,3,4,4,3,3,4,4,2,2,1,4,1,4,3,3,3,2,2,3,1,To see what they covered ,Nothing ,4,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,,,,3,3,,,,,4,,4,,4,,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,1,0,0,,0,1,0,0,0,,2,634.837467,12,,11,,3,1,2018-10-01 09:42:46,1.220731707,1.220731707,1.220731707,,1582185de231083aacc79a5fccb612a2,,1,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",,,US,,,,332AE78EB92C844C,607252,E,200002861,10030338061_10067794437,90,GENERATED,66,2,,90,103,6,"1,4",ti,,qzbta8k7r0tcfgzc,,,
8189,d03jeehw9767werw,2018-10-01 09:54:19,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,110,2,4,,1,0,1,0,0,0,0,0,0,26,1,0,1,0,1,1,0,0,3,11,,3,,2,1,4,3,99,2,2,3,3,2,2,1,1,1,1,1,1,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,2,2,2,4,3,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,217.5366423,4,,10,,5,6,2018-10-01 09:50:48,0.639908676,0.639908676,0.639908676,,4138770281fcc0cfda38b76ca944e285,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,34d43f3567d4081c,607252,E,6265234,,,GTM,48,2,,gtm,110,26,"1,3",..,,g4wxuf836690f4b1,,,
